ICDID,geneID,geneID_num,geneID_new,geneID_new_num,geneId_LCC,Num_geneId_LCC
ICD9 299,"[18, 36, 40, 100, 104, 125, 133, 154, 158, 288, 324, 361, 367, 438, 547, 551, 552, 596, 607, 627, 686, 721, 760, 775, 796, 811, 847, 886, 947, 1007, 1008, 1015, 1106, 1108, 1137, 1139, 1141, 1153, 1312, 1356, 1394, 1439, 1555, 1588, 1600, 1610, 1636, 1717, 1718, 1719, 1734, 1735, 1742, 1745, 1746, 1788, 1789, 1804, 1806, 1812, 1814, 1815, 1816, 1950, 1959, 1977, 2020, 2053, 2131, 2263, 2289, 2332, 2512, 2550, 2554, 2555, 2556, 2557, 2558, 2560, 2562, 2571, 2643, 2690, 2697, 2739, 2742, 2752, 2768, 2876, 2890, 2898, 2899, 2900, 2902, 2903, 2904, 2908, 2918, 2938, 2944, 2950, 2969, 3002, 3066, 3069, 3077, 3105, 3106, 3123, 3133, 3198, 3237, 3265, 3346, 3351, 3352, 3356, 3359, 3361, 3458, 3479, 3481, 3486, 3557, 3558, 3565, 3567, 3569, 3586, 3596, 3600, 3628, 3676, 3690, 3720, 3751, 3757, 3778, 3912, 3927, 3952, 4128, 4129, 4139, 4163, 4200, 4204, 4205, 4208, 4233, 4282, 4520, 4524, 4543, 4544, 4616, 4642, 4735, 4763, 4835, 4843, 4861, 4862, 4886, 4897, 4908, 4909, 4914, 4915, 4923, 4929, 4988, 5020, 5021, 5053, 5054, 5067, 5071, 5074, 5080, 5101, 5116, 5141, 5142, 5175, 5187, 5243, 5294, 5307, 5321, 5329, 5443, 5444, 5533, 5551, 5578, 5579, 5595, 5617, 5618, 5649, 5728, 5743, 5788, 5816, 5915, 6091, 6092, 6095, 6134, 6262, 6303, 6323, 6332, 6343, 6433, 6482, 6505, 6507, 6532, 6535, 6536, 6558, 6567, 6573, 6616, 6638, 6660, 6662, 6667, 6779, 6804, 6899, 6907, 6925, 6948, 6999, 7018, 7040, 7133, 7226, 7248, 7249, 7299, 7328, 7337, 7399, 7432, 7436, 7472, 7498, 7508, 7812, 8128, 8216, 8242, 8295, 8398, 8604, 8828, 8831, 8912, 8930, 8991, 9013, 9024, 9025, 9037, 9147, 9228, 9248, 9293, 9320, 9369, 9378, 9379, 9463, 9568, 9638, 9732, 9820, 9855, 9968, 10137, 10215, 10319, 10716, 10743, 10765, 10771, 10814, 10815, 10846, 11141, 11281, 22871, 22941, 22999, 23036, 23040, 23078, 23092, 23152, 23178, 23181, 23245, 23286, 23394, 23462, 23705, 25942, 26011, 26047, 26056, 26470, 26523, 26960, 27044, 27086, 27185, 27306, 27347, 27350, 28514, 29091, 29123, 29985, 30061, 50944, 51725, 51733, 53615, 54221, 54413, 54487, 54538, 54551, 54584, 54674, 54715, 54738, 54806, 54820, 54888, 55084, 55193, 55217, 55808, 55879, 55904, 57144, 57194, 57496, 57502, 57575, 57616, 57628, 57680, 57705, 64067, 64221, 64288, 64324, 64326, 79641, 79718, 79742, 80312, 80821, 81033, 81565, 83943, 83992, 84148, 85358, 85458, 93664, 93986, 95681, 114788, 116442, 116987, 121278, 128239, 139411, 140733, 151531, 151556, 152330, 152789, 170572, 192683, 200150, 200315, 200424, 203228, 205428, 221035, 221037, 221833, 285175, 285195, 347731, 349075, 406900, 407010, 442721, 619554]",409,"{23040, 1153, 6660, 2053, 6662, 3077, 3720, 1804, 23181, 57616, 54674, 83992, 2969, 79641, 5915, 57628, 9248, 6433, 619554, 10743, 23462, 6567, 6323, 80821, 2742, 1718, 4923, 9147, 4543, 4544, 95681, 29123, 1734, 55879, 1735, 27086, 10319, 1742, 1106, 54738, 347731, 25942, 7399, 9320, 6505, 54888, 200424, 151531, 5101, 128239, 23152, 6262, 285175, 760, 6907, 1788, 1789, 79742}",58,"[18, 36, 40, 100, 104, 125, 133, 154, 158, 288, 324, 361, 367, 547, 551, 552, 596, 607, 627, 686, 721, 760, 775, 796, 811, 847, 886, 947, 1007, 1008, 1015, 1106, 1108, 1137, 1139, 1141, 1153, 1312, 1356, 1394, 1439, 1555, 1588, 1600, 1610, 1636, 1717, 1718, 1719, 1734, 1735, 1742, 1745, 1746, 1788, 1789, 1804, 1806, 1812, 1814, 1815, 1816, 1950, 1959, 1977, 2020, 2053, 2131, 2263, 2289, 2332, 2512, 2550, 2554, 2555, 2556, 2557, 2558, 2560, 2562, 2571, 2643, 2690, 2697, 2739, 2742, 2752, 2768, 2876, 2890, 2898, 2899, 2900, 2902, 2903, 2904, 2908, 2918, 2938, 2944, 2950, 2969, 3002, 3066, 3069, 3077, 3105, 3106, 3123, 3133, 3198, 3237, 3265, 3346, 3351, 3352, 3356, 3359, 3361, 3458, 3479, 3481, 3486, 3557, 3558, 3565, 3567, 3569, 3586, 3596, 3600, 3628, 3676, 3690, 3720, 3751, 3757, 3778, 3912, 3927, 3952, 4128, 4129, 4139, 4163, 4200, 4204, 4205, 4208, 4233, 4282, 4520, 4524, 4543, 4544, 4616, 4642, 4735, 4763, 4835, 4843, 4861, 4862, 4886, 4897, 4908, 4909, 4914, 4915, 4923, 4929, 4988, 5020, 5021, 5053, 5054, 5067, 5071, 5074, 5080, 5101, 5116, 5141, 5142, 5175, 5187, 5243, 5294, 5307, 5321, 5329, 5443, 5444, 5533, 5551, 5578, 5579, 5595, 5617, 5618, 5649, 5728, 5743, 5788, 5816, 5915, 6091, 6092, 6095, 6134, 6262, 6303, 6323, 6343, 6433, 6482, 6505, 6507, 6532, 6535, 6536, 6558, 6567, 6573, 6616, 6638, 6660, 6662, 6667, 6779, 6804, 6899, 6907, 6925, 6948, 6999, 7018, 7040, 7133, 7226, 7248, 7249, 7299, 7328, 7337, 7399, 7432, 7436, 7472, 7498, 7508, 7812, 8216, 8242, 8295, 8398, 8604, 8828, 8831, 8912, 8930, 8991, 9013, 9024, 9025, 9147, 9228, 9248, 9293, 9320, 9369, 9378, 9379, 9463, 9568, 9638, 9732, 9820, 9855, 9968, 10137, 10215, 10319, 10716, 10743, 10765, 10771, 10814, 10815, 10846, 11141, 11281, 22871, 22941, 22999, 23036, 23040, 23078, 23092, 23152, 23178, 23181, 23245, 23286, 23394, 23462, 23705, 25942, 26011, 26047, 26056, 26470, 26523, 26960, 27044, 27086, 27185, 27306, 27347, 27350, 28514, 29091, 29123, 29985, 30061, 50944, 51725, 51733, 53615, 54221, 54413, 54487, 54538, 54551, 54584, 54674, 54715, 54738, 54806, 54820, 54888, 55084, 55193, 55217, 55808, 55879, 55904, 57144, 57496, 57502, 57575, 57616, 57628, 57680, 57705, 64067, 64221, 64288, 64324, 64326, 79641, 79718, 80312, 80821, 81033, 81565, 83943, 83992, 84148, 85358, 85458, 93664, 93986, 95681, 114788, 116442, 116987, 121278, 128239, 140733, 151531, 151556, 152330, 152789, 170572, 192683, 200315, 200424, 203228, 205428, 221035, 221037, 221833, 285175, 285195, 347731, 407010]",397
ICD9 300,"[351, 551, 847, 887, 1392, 1437, 2596, 2770, 2773, 2922, 3218, 3352, 3356, 3440, 3552, 3557, 3558, 3569, 4128, 4803, 4915, 5173, 5443, 5550, 5617, 6532, 6777, 6863, 7200, 10280, 11255, 26050]",32,set(),0,"[351, 551, 847, 887, 1392, 1437, 2596, 2770, 2773, 2922, 3218, 3352, 3356, 3440, 3552, 3557, 3558, 3569, 4128, 4803, 4915, 5173, 5443, 5550, 5617, 6532, 6777, 6863, 7200, 10280, 11255, 26050]",32
ICD9 301,"[887, 3218, 3352, 3356, 4128, 6532, 26050]",7,"{3352, 26050, 887, 3218}",4,"[887, 3218, 3352, 3356, 4128, 6532, 26050]",7
ICD9 302,"[1565, 1586, 2890, 2892, 2898, 5617]",6,set(),0,"[1565, 1586, 2890, 2892, 2898, 5617]",6
ICD9 303,"[9, 28, 111, 113, 124, 125, 126, 127, 128, 130, 131, 150, 216, 217, 222, 238, 348, 367, 410, 460, 627, 635, 815, 833, 847, 885, 886, 1003, 1006, 1007, 1008, 1009, 1010, 1012, 1013, 1016, 1080, 1109, 1129, 1136, 1137, 1138, 1142, 1143, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1496, 1553, 1555, 1571, 1621, 1636, 1808, 1812, 1813, 1814, 1815, 1892, 1950, 1956, 1974, 2030, 2033, 2046, 2052, 2169, 2185, 2289, 2348, 2488, 2534, 2550, 2554, 2555, 2558, 2559, 2560, 2561, 2562, 2565, 2566, 2567, 2569, 2570, 2571, 2596, 2597, 2626, 2670, 2678, 2688, 2693, 2736, 2752, 2897, 2899, 2902, 2903, 2904, 2911, 2912, 2913, 2917, 2918, 3066, 3122, 3146, 3176, 3350, 3351, 3356, 3358, 3359, 3363, 3553, 3557, 3569, 3586, 3605, 3763, 3839, 3952, 3972, 4128, 4129, 4155, 4313, 4318, 4336, 4340, 4524, 4676, 4684, 4790, 4835, 4852, 4887, 4889, 4898, 4915, 4922, 4923, 4929, 4985, 4986, 4987, 4988, 5002, 5020, 5142, 5173, 5295, 5443, 5726, 5924, 5972, 5981, 5992, 5999, 6303, 6462, 6506, 6529, 6530, 6531, 6532, 6571, 6622, 6625, 6715, 6716, 6863, 6869, 6870, 7018, 7021, 7054, 7086, 7157, 7166, 7200, 7262, 7450, 7520, 7803, 7804, 7971, 8462, 8484, 8644, 8777, 8836, 8863, 8910, 9037, 9095, 9177, 9369, 9531, 9575, 9607, 9674, 9705, 9709, 10243, 10280, 10327, 10399, 10420, 10438, 10846, 11024, 23174, 23189, 23237, 23469, 23552, 25976, 26047, 26503, 26523, 27123, 27161, 27255, 28232, 29114, 50628, 50833, 51083, 51194, 51294, 51324, 54360, 54970, 55833, 56311, 56923, 57001, 57453, 57502, 57575, 57817, 63876, 64682, 79068, 79570, 80731, 84152, 84251, 85439, 113201, 113235, 114879, 152330, 154215, 255239, 347735, 374879, 387129, 387357, 400359, 494331, 594857, 677833]",269,set(),0,"[9, 28, 111, 113, 124, 125, 126, 127, 128, 130, 131, 150, 216, 217, 222, 238, 348, 367, 410, 460, 627, 635, 815, 833, 847, 885, 886, 1003, 1006, 1007, 1008, 1009, 1010, 1012, 1013, 1016, 1080, 1109, 1129, 1136, 1137, 1138, 1142, 1143, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1496, 1553, 1555, 1571, 1621, 1636, 1808, 1812, 1813, 1814, 1815, 1892, 1950, 1956, 1974, 2030, 2033, 2046, 2052, 2169, 2185, 2289, 2348, 2488, 2534, 2550, 2554, 2555, 2558, 2559, 2560, 2561, 2562, 2565, 2566, 2569, 2570, 2571, 2596, 2597, 2626, 2670, 2678, 2688, 2693, 2736, 2752, 2897, 2899, 2902, 2903, 2904, 2911, 2912, 2913, 2917, 2918, 3066, 3122, 3146, 3176, 3350, 3351, 3356, 3358, 3359, 3363, 3553, 3557, 3569, 3586, 3605, 3763, 3839, 3952, 3972, 4128, 4129, 4155, 4313, 4318, 4336, 4340, 4524, 4676, 4684, 4790, 4835, 4852, 4887, 4889, 4898, 4915, 4922, 4923, 4929, 4985, 4986, 4987, 4988, 5002, 5020, 5142, 5173, 5295, 5443, 5924, 5972, 5981, 5992, 5999, 6303, 6462, 6506, 6529, 6530, 6531, 6532, 6571, 6622, 6625, 6715, 6716, 6863, 6869, 6870, 7018, 7021, 7054, 7086, 7157, 7166, 7200, 7262, 7450, 7520, 7803, 7804, 8462, 8484, 8644, 8777, 8836, 8863, 8910, 9095, 9177, 9369, 9531, 9575, 9607, 9674, 9705, 9709, 10243, 10280, 10327, 10399, 10420, 10438, 10846, 11024, 23174, 23189, 23237, 23469, 23552, 25976, 26047, 26503, 26523, 27123, 27161, 27255, 28232, 29114, 50628, 51083, 51194, 51294, 51324, 54970, 55833, 56311, 56923, 57001, 57453, 57502, 57575, 57817, 63876, 64682, 79068, 80731, 84152, 84251, 85439, 113201, 113235, 114879, 152330, 255239, 347735, 374879, 387129, 387357]",257
ICD9 304,"[105, 148, 207, 387, 481, 551, 590, 627, 735, 801, 805, 814, 815, 816, 860, 887, 949, 1012, 1020, 1066, 1080, 1129, 1133, 1136, 1137, 1138, 1142, 1143, 1268, 1312, 1385, 1392, 1393, 1394, 1395, 1548, 1555, 1565, 1621, 1653, 1769, 1793, 1812, 1813, 1814, 1826, 1958, 1962, 2100, 2120, 2166, 2222, 2247, 2272, 2353, 2354, 2550, 2555, 2566, 2571, 2572, 2587, 2668, 2890, 2891, 2893, 2898, 2902, 2908, 2915, 2917, 2950, 3060, 3061, 3084, 3094, 3350, 3351, 3356, 3611, 3643, 3727, 3899, 3983, 4086, 4088, 4090, 4128, 4160, 4204, 4482, 4646, 4803, 4852, 4887, 4897, 4905, 4915, 4985, 4986, 4988, 5087, 5137, 5173, 5179, 5243, 5366, 5443, 5581, 5583, 5594, 5595, 5617, 5768, 5890, 6079, 6506, 6531, 6532, 6555, 6571, 6581, 6597, 6622, 6870, 7260, 7297, 8048, 8412, 8569, 8824, 8864, 8973, 9128, 9252, 9271, 9369, 9455, 9456, 9465, 9547, 9557, 9568, 9575, 9607, 9679, 9748, 9759, 10014, 10160, 10207, 10243, 10257, 10280, 10919, 11278, 22925, 22998, 23034, 23214, 23237, 23307, 23345, 23413, 23508, 23780, 25807, 26086, 26230, 27146, 27161, 29119, 29126, 29922, 51082, 51088, 51151, 51660, 51738, 54927, 55170, 55198, 55297, 55690, 55691, 55714, 55717, 55742, 55930, 57154, 57451, 57554, 57586, 57733, 64131, 64478, 64866, 65217, 79571, 79632, 79664, 79694, 79750, 79809, 79875, 80031, 80034, 80095, 80206, 80725, 81035, 81578, 83938, 84247, 84668, 84871, 89795, 91752, 93664, 112398, 114134, 114786, 114788, 121278, 121601, 140683, 140733, 143098, 143379, 143458, 143503, 147685, 167465, 168667, 253782, 255239, 259217, 344805, 374868, 401145, 401207, 406919, 406927, 406928, 406929, 406946, 406962, 406994, 406995, 442892, 442898, 442905, 442913, 442914, 494329, 494333, 574441, 594857, 100126315, 100126318]",260,"{1548, 8973, 112398, 1555, 3094}",5,"[105, 148, 207, 387, 481, 551, 590, 627, 735, 801, 805, 814, 815, 816, 860, 887, 949, 1012, 1020, 1066, 1080, 1129, 1133, 1136, 1137, 1138, 1142, 1143, 1268, 1312, 1385, 1392, 1393, 1394, 1395, 1548, 1555, 1565, 1621, 1653, 1769, 1793, 1812, 1813, 1814, 1826, 1958, 1962, 2100, 2120, 2166, 2222, 2247, 2272, 2353, 2354, 2550, 2555, 2566, 2571, 2572, 2587, 2668, 2890, 2891, 2893, 2898, 2902, 2908, 2915, 2917, 2950, 3060, 3061, 3084, 3094, 3350, 3351, 3356, 3611, 3643, 3727, 3899, 3983, 4086, 4088, 4090, 4128, 4160, 4204, 4482, 4646, 4803, 4852, 4887, 4897, 4905, 4915, 4985, 4986, 4988, 5087, 5137, 5173, 5179, 5243, 5366, 5443, 5581, 5583, 5594, 5595, 5617, 5768, 5890, 6506, 6531, 6532, 6555, 6571, 6581, 6597, 6622, 6870, 7260, 7297, 8048, 8412, 8569, 8824, 8864, 8973, 9128, 9252, 9271, 9369, 9455, 9456, 9465, 9547, 9557, 9568, 9575, 9607, 9679, 9748, 9759, 10014, 10160, 10207, 10243, 10257, 10280, 10919, 11278, 22925, 22998, 23034, 23214, 23237, 23307, 23345, 23413, 23508, 23780, 25807, 26086, 26230, 27146, 27161, 29119, 29126, 29922, 51082, 51088, 51151, 51660, 51738, 54927, 55170, 55198, 55297, 55690, 55691, 55714, 55717, 55742, 55930, 57154, 57451, 57554, 57586, 57733, 64131, 64478, 64866, 79571, 79632, 79664, 79694, 79750, 79809, 79875, 80031, 80034, 80095, 80206, 80725, 81035, 83938, 84247, 84668, 89795, 91752, 93664, 112398, 114134, 114786, 114788, 121278, 121601, 140683, 140733, 143098, 143379, 143458, 143503, 147685, 167465, 253782, 255239, 259217, 374868, 401145, 406919, 406946, 406994, 100126318]",238
ICD9 305,"[28, 125, 126, 127, 148, 207, 216, 217, 348, 387, 590, 627, 735, 801, 805, 814, 815, 816, 860, 886, 887, 949, 1066, 1133, 1136, 1137, 1138, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1395, 1571, 1666, 1769, 1812, 1813, 1814, 1815, 1956, 1958, 2100, 2147, 2222, 2247, 2335, 2353, 2354, 2488, 2534, 2550, 2554, 2555, 2566, 2571, 2572, 2626, 2668, 2678, 2693, 2890, 2891, 2902, 2908, 2915, 3060, 3061, 3077, 3350, 3351, 3356, 3358, 3479, 3605, 3611, 3727, 3949, 3972, 4086, 4088, 4090, 4128, 4204, 4313, 4803, 4852, 4887, 4889, 4900, 4915, 4929, 4986, 4988, 5142, 5173, 5179, 5243, 5309, 5354, 5443, 5594, 5595, 5617, 5726, 6462, 6506, 6531, 6532, 6597, 6622, 6869, 6870, 7018, 7097, 7099, 7297, 8434, 8484, 8777, 8824, 9095, 9252, 9455, 9456, 9607, 9759, 10014, 10243, 10280, 10327, 10919, 23237, 23411, 23508, 23552, 23780, 26086, 27161, 50833, 51083, 51088, 51738, 55170, 55714, 56938, 57154, 57554, 57586, 79571, 79664, 79694, 80725, 81578, 89795, 121278, 168667, 255239, 374868, 401145, 406919, 406927, 406928, 406929, 406946, 406962, 406994, 406995, 442892, 442898, 442905, 442913, 442914, 494329, 494333, 574441, 594857, 100126315, 100126318]",181,set(),0,"[28, 125, 126, 127, 148, 207, 216, 217, 348, 387, 590, 627, 735, 801, 805, 814, 815, 816, 860, 886, 887, 949, 1066, 1133, 1136, 1137, 1138, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1395, 1571, 1666, 1769, 1812, 1813, 1814, 1815, 1956, 1958, 2100, 2147, 2222, 2247, 2335, 2353, 2354, 2488, 2534, 2550, 2554, 2555, 2566, 2571, 2572, 2626, 2668, 2678, 2693, 2890, 2891, 2902, 2908, 2915, 3060, 3061, 3077, 3350, 3351, 3356, 3358, 3479, 3605, 3611, 3727, 3949, 3972, 4086, 4088, 4090, 4128, 4204, 4313, 4803, 4852, 4887, 4889, 4900, 4915, 4929, 4986, 4988, 5142, 5173, 5179, 5243, 5309, 5354, 5443, 5594, 5595, 5617, 6462, 6506, 6531, 6532, 6597, 6622, 6869, 6870, 7018, 7097, 7099, 7297, 8434, 8484, 8777, 8824, 9095, 9252, 9455, 9456, 9607, 9759, 10014, 10243, 10280, 10327, 10919, 23237, 23411, 23508, 23552, 23780, 26086, 27161, 51083, 51088, 51738, 55170, 55714, 56938, 57154, 57554, 57586, 79571, 79664, 79694, 80725, 89795, 121278, 255239, 374868, 401145, 406919, 406946, 406994, 100126318]",162
ICD9 306,[6530],1,set(),0,[6530],1
ICD9 307,"[1106, 1392, 1814, 1815, 3067, 3356, 4208, 6531, 7200, 10911, 114798]",11,set(),0,"[1106, 1392, 1814, 1815, 3067, 3356, 4208, 6531, 7200, 114798]",10
ICD9 309,[1815],1,set(),0,[1815],1
ICD9 311,"[52, 111, 113, 135, 148, 213, 290, 317, 353, 406, 408, 410, 540, 551, 595, 607, 613, 624, 627, 655, 775, 815, 847, 886, 947, 1005, 1029, 1267, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1401, 1407, 1408, 1439, 1440, 1493, 1501, 1523, 1557, 1559, 1565, 1621, 1636, 1644, 1740, 1741, 1742, 1813, 1814, 1815, 1816, 1906, 1950, 1956, 1975, 2012, 2028, 2065, 2100, 2182, 2247, 2260, 2288, 2289, 2332, 2475, 2495, 2512, 2537, 2571, 2572, 2587, 2668, 2670, 2697, 2739, 2782, 2784, 2891, 2900, 2908, 2911, 2915, 2917, 2931, 2932, 3091, 3131, 3164, 3240, 3303, 3304, 3305, 3320, 3350, 3351, 3356, 3358, 3359, 3363, 3439, 3440, 3458, 3553, 3558, 3559, 3569, 3589, 3627, 3630, 3665, 3697, 3776, 3791, 3839, 3939, 3952, 4035, 4045, 4074, 4128, 4129, 4133, 4194, 4282, 4306, 4317, 4353, 4524, 4684, 4723, 4729, 4745, 4747, 4842, 4852, 4862, 4886, 4908, 4915, 4916, 4929, 4939, 5020, 5021, 5054, 5074, 5116, 5141, 5173, 5209, 5243, 5340, 5443, 5444, 5579, 5604, 5649, 5692, 5743, 5801, 5806, 5972, 5978, 6095, 6281, 6285, 6303, 6347, 6369, 6403, 6446, 6511, 6530, 6532, 6540, 6586, 6616, 6647, 6648, 6662, 6750, 6755, 6844, 6863, 6999, 7008, 7015, 7024, 7038, 7054, 7124, 7166, 7200, 7297, 7422, 7498, 7704, 7804, 7905, 8484, 8564, 8682, 8811, 8842, 8863, 8997, 9048, 9177, 9248, 9444, 9456, 9568, 9572, 9575, 9632, 9636, 9641, 9695, 9734, 9771, 9968, 10014, 10193, 10270, 10452, 10522, 10611, 10855, 10964, 11009, 23040, 23236, 23705, 25890, 26047, 27022, 27136, 27184, 27185, 27445, 30009, 30845, 50604, 50863, 50940, 51083, 51284, 51291, 51573, 51593, 51738, 54541, 54862, 55117, 55784, 55830, 56267, 57084, 60482, 60675, 64067, 64077, 64854, 65018, 65059, 84062, 85458, 93986, 94233, 114131, 116285, 121278, 140947, 145270, 160851, 166752, 202333, 267012, 407034, 100302259, 100303453]",287,set(),0,"[52, 111, 113, 135, 148, 213, 290, 317, 353, 406, 408, 410, 540, 551, 595, 607, 613, 624, 627, 655, 775, 815, 847, 886, 947, 1005, 1029, 1267, 1268, 1269, 1312, 1385, 1392, 1393, 1394, 1401, 1407, 1408, 1439, 1440, 1493, 1501, 1523, 1557, 1559, 1565, 1621, 1636, 1644, 1740, 1741, 1742, 1813, 1814, 1815, 1816, 1906, 1950, 1956, 1975, 2012, 2028, 2065, 2100, 2182, 2247, 2260, 2288, 2289, 2332, 2475, 2495, 2512, 2537, 2571, 2572, 2587, 2668, 2670, 2697, 2739, 2782, 2784, 2891, 2900, 2908, 2911, 2915, 2917, 2931, 2932, 3091, 3131, 3164, 3240, 3303, 3304, 3305, 3320, 3350, 3351, 3356, 3358, 3359, 3363, 3439, 3440, 3458, 3553, 3558, 3559, 3569, 3589, 3627, 3630, 3665, 3697, 3776, 3791, 3839, 3939, 3952, 4035, 4045, 4074, 4128, 4129, 4133, 4194, 4282, 4306, 4317, 4353, 4524, 4684, 4723, 4729, 4745, 4747, 4842, 4852, 4862, 4886, 4908, 4915, 4916, 4929, 4939, 5020, 5021, 5054, 5074, 5116, 5141, 5173, 5209, 5243, 5340, 5443, 5444, 5579, 5604, 5649, 5692, 5743, 5801, 5806, 5972, 5978, 6095, 6281, 6285, 6303, 6347, 6369, 6403, 6446, 6511, 6530, 6532, 6540, 6586, 6616, 6647, 6648, 6662, 6750, 6755, 6844, 6863, 6999, 7008, 7015, 7024, 7038, 7054, 7124, 7166, 7200, 7297, 7422, 7498, 7704, 7804, 7905, 8484, 8564, 8682, 8811, 8842, 8863, 8997, 9048, 9177, 9248, 9444, 9456, 9568, 9572, 9575, 9632, 9636, 9641, 9695, 9734, 9771, 9968, 10014, 10193, 10270, 10452, 10522, 10611, 10855, 10964, 11009, 23040, 23236, 23705, 25890, 26047, 27022, 27136, 27184, 27185, 27445, 30009, 30845, 50604, 50863, 50940, 51083, 51284, 51291, 51573, 51593, 51738, 54541, 54862, 55117, 55830, 56267, 57084, 60482, 60675, 64067, 64077, 64854, 65018, 65059, 84062, 85458, 93986, 94233, 114131, 116285, 121278, 140947, 160851, 202333, 407034, 100303453]",282
ICD9 312,"[1813, 1814, 2354]",3,set(),0,"[1813, 1814, 2354]",3
ICD9 313,"[1815, 6285]",2,set(),0,"[1815, 6285]",2
ICD9 314,"[412, 1137, 1141, 1268, 1312, 1813, 1815, 1816, 2245, 2911, 2915, 2917, 2918, 5789, 6531, 6869, 9969, 23036, 23152, 23284, 28964, 50632, 57412, 121278]",24,set(),0,"[412, 1137, 1141, 1268, 1312, 1813, 1815, 1816, 2245, 2911, 2915, 2917, 2918, 5789, 6531, 6869, 9969, 23036, 23152, 23284, 28964, 50632, 121278]",23
ICD9 315,"[18, 86, 1282, 1644, 1729, 2263, 2555, 2558, 2741, 2782, 3480, 3703, 4968, 5728, 5879, 6513, 6712, 6942, 7343, 8242, 8560, 8884, 9091, 9254, 9495, 10464, 11154, 23028, 23111, 23334, 26007, 27185, 50944, 51112, 51594, 54802, 54982, 55275, 57551, 63925, 79823, 80254, 87178, 91801, 128637, 161582, 201595]",47,set(),0,"[18, 86, 1282, 1644, 1729, 2263, 2555, 2558, 2741, 2782, 3480, 3703, 4968, 5728, 5879, 6513, 6712, 6942, 7343, 8242, 8560, 8884, 9091, 9254, 9495, 10464, 11154, 23028, 23111, 23334, 26007, 27185, 50944, 51112, 51594, 54802, 54982, 55275, 57551, 63925, 79823, 80254, 87178, 91801, 128637, 161582, 201595]",47
